Katana ID (required),Material name,Category,Unit of measure,Purchase UoM,Conversion rate,Sell?,Batch trackable?,Default supplier,Variant code,Material variant,Default sales price,Default lead time,Default storage bin,MOQ,Location,Safety stock,Additional info,Website Name
17404540,A - BLING II Sr No. 274 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-2567-RFP^PLAIN,Fabric,m,m,1,no,no,Home Ideas,17404540,A - BLING II Sr No. 274 Shade SOFTLY WITH MULTICOLOR+FOIL PRINT-140-FOIL-2567-RFP^PLAIN,,,,,FAM,0,,Bling Foil Sr 274 Shade RFP
18095619,A - BLUE SKY II ADRIATIC DDHF90600 38 Sr No 229,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S29,A - BLUE SKY II ADRIATIC DDHF90600 38 Sr No 229,,,,,FAM,0,,BLUE SKY II 229 ADRIATIC C38
18095610,A - BLUE SKY II ADRIATIC DDHF90600 73 Sr No 220,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S20,A - BLUE SKY II ADRIATIC DDHF90600 73 Sr No 220,,,,,FAM,0,,BLUE SKY II 220 ADRIATIC C73
18095616,A - BLUE SKY II AUTHENTIC DDHF90587 24 Sr No 226,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S26,A - BLUE SKY II AUTHENTIC DDHF90587 24 Sr No 226,,,,,FAM,0,,BLUE SKY II 226 AUTHENTIC C24
18095611,A - BLUE SKY II AUTHENTIC DDHF90587 27 Sr No 221,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S21,A - BLUE SKY II AUTHENTIC DDHF90587 27 Sr No 221,,,,,FAM,0,,BLUE SKY II 221 AUTHENTIC C27
18095595,A - BLUE SKY II BRANNON DDHF90589 34 Sr No 205,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S5,A - BLUE SKY II BRANNON DDHF90589 34 Sr No 205,,,,,FAM,0,,BLUE SKY II 205 BRANNON C34
18095594,A - BLUE SKY II CHRISTOPHER RIB IMPERIAL Sr No 204,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S4,A - BLUE SKY II CHRISTOPHER RIB IMPERIAL Sr No 204,,,,,FAM,0,,BLUE SKY II 204 CHRISTOPHER RIB IMPERIAL
18095599,A - BLUE SKY II CHRISTOPHER RIB MULBERRY Sr No 209,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S9,A - BLUE SKY II CHRISTOPHER RIB MULBERRY Sr No 209,,,,,FAM,0,,BLUE SKY II 209 CHRISTOPHER RIB MULBERRY
18095608,A - BLUE SKY II CHRISTOPHER RIB PLUM Sr No 218,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S18,A - BLUE SKY II CHRISTOPHER RIB PLUM Sr No 218,,,,,FAM,0,,BLUE SKY II 218 CHRISTOPHER RIB PLUM
18095609,A - BLUE SKY II CROGLIO LATTICE CARROT Sr No 219,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S19,A - BLUE SKY II CROGLIO LATTICE CARROT Sr No 219,,,,,FAM,0,,BLUE SKY II 219 CROGLIO LATTICE CARROT
18095612,A - BLUE SKY II DIONYSUS STRIA TANGERINE Sr No 222,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S22,A - BLUE SKY II DIONYSUS STRIA TANGERINE Sr No 222,,,,,FAM,0,,BLUE SKY II 222 DIONYSUS STRIA TANGERINE
18095592,A - BLUE SKY II ERIK PIED SUNSET Sr No 202,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S2,A - BLUE SKY II ERIK PIED SUNSET Sr No 202,,,,,FAM,0,,BLUE SKY II 202 ERIK PIED SUNSET
18095627,A - BLUE SKY II ESTRO PAVE APRICOT Sr No 237,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S37,A - BLUE SKY II ESTRO PAVE APRICOT Sr No 237,,,,,FAM,0,,BLUE SKY II 237 ESTRO PAVE APRICOT
18095613,A - BLUE SKY II ESTRO PAVE DAFFODIL Sr No 223,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S23,A - BLUE SKY II ESTRO PAVE DAFFODIL Sr No 223,,,,,FAM,0,,BLUE SKY II 223 ESTRO PAVE DAFFODIL
18095598,A - BLUE SKY II ESTRO PAVE HIBISCUS Sr No 208,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S8,A - BLUE SKY II ESTRO PAVE HIBISCUS Sr No 208,,,,,FAM,0,,BLUE SKY II 208 ESTRO PAVE HIBISCUS
18095593,A - BLUE SKY II GRAVEL DDHF90586 57 Sr No 203,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S3,A - BLUE SKY II GRAVEL DDHF90586 57 Sr No 203,,,,,FAM,0,,BLUE SKY II 203 GRAVEL C57
18095596,A - BLUE SKY II GRAVEL DDHF90586 61 Sr No 206,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S6,A - BLUE SKY II GRAVEL DDHF90586 61 Sr No 206,,,,,FAM,0,,BLUE SKY II 206 GRAVEL C61
18095604,A - BLUE SKY II HERA ESSENTIAL ORANGE Sr No 214,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S14,A - BLUE SKY II HERA ESSENTIAL ORANGE Sr No 214,,,,,FAM,0,,BLUE SKY II 214 HERA ESSENTIAL ORANGE
18095651,A - BLUE SKY III ADRIATIC DDHF90600 51 Sr No 323,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S61,A - BLUE SKY III ADRIATIC DDHF90600 51 Sr No 323,,,,,FAM,0,,BLUE SKY III 323 ADRIATIC C51
18095670,A - BLUE SKY III ADRIATIC DDHF90600 81 Sr No 342,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S80,A - BLUE SKY III ADRIATIC DDHF90600 81 Sr No 342,,,,,FAM,0,,BLUE SKY III 342 ADRIATIC C81
18095669,A - BLUE SKY III AUTHENTIC DDHF90587 28 Sr No 341,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S79,A - BLUE SKY III AUTHENTIC DDHF90587 28 Sr No 341,,,,,FAM,0,,BLUE SKY III 341 AUTHENTIC C28
18095667,A - BLUE SKY III AUTHENTIC DDHF90587 79 Sr No 339,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S77,A - BLUE SKY III AUTHENTIC DDHF90587 79 Sr No 339,,,,,FAM,0,,BLUE SKY III 339 AUTHENTIC C79
18095638,A - BLUE SKY III AUTHENTIC DDHF90587 8 Sr No 310,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S48,A - BLUE SKY III AUTHENTIC DDHF90587 8 Sr No 310,,,,,FAM,0,,BLUE SKY III 310 AUTHENTIC C8
18095664,A - BLUE SKY III BRANNON DDHF90589 73 Sr No 336,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S74,A - BLUE SKY III BRANNON DDHF90589 73 Sr No 336,,,,,FAM,0,,BLUE SKY III 336 BRANNON C73
18095657,A - BLUE SKY III CHRISTOPHER RIB CHIFFON Sr No 329,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S67,A - BLUE SKY III CHRISTOPHER RIB CHIFFON Sr No 329,,,,,FAM,0,,BLUE SKY III 329 CHRISTOPHER RIB CHIFFON
18095652,A - BLUE SKY III CHRISTOPHER RIB TAN Sr No 324,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S62,A - BLUE SKY III CHRISTOPHER RIB TAN Sr No 324,,,,,FAM,0,,BLUE SKY III 324 CHRISTOPHER RIB TAN
18095645,A - BLUE SKY III DIONYSUS STRIA IRON Sr No 317,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S55,A - BLUE SKY III DIONYSUS STRIA IRON Sr No 317,,,,,FAM,0,,BLUE SKY III 317 DIONYSUS STRIA IRON
18095660,A - BLUE SKY III ELYSE FLORA OYSTER Sr No 332,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S70,A - BLUE SKY III ELYSE FLORA OYSTER Sr No 332,,,,,FAM,0,,BLUE SKY III 332 ELYSE FLORA OYSTER
18095636,A - BLUE SKY III ERIK PIED CHARCOAL Sr No 308,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S46,A - BLUE SKY III ERIK PIED CHARCOAL Sr No 308,,,,,FAM,0,,BLUE SKY III 308 ERIK PIED CHARCOAL
18095631,A - BLUE SKY III ESTRO PAVE FOSSIL Sr No 303,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S41,A - BLUE SKY III ESTRO PAVE FOSSIL Sr No 303,,,,,FAM,0,,BLUE SKY III 303 ESTRO PAVE FOSSIL
18095648,A - BLUE SKY III ESTRO PAVE PARCHMENT Sr No 320,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S58,A - BLUE SKY III ESTRO PAVE PARCHMENT Sr No 320,,,,,FAM,0,,BLUE SKY III 320 ESTRO PAVE PARCHMENT
18095658,A - BLUE SKY III GRIMALDI PEBBLE STONE Sr No 330,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S68,A - BLUE SKY III GRIMALDI PEBBLE STONE Sr No 330,,,,,FAM,0,,BLUE SKY III 330 GRIMALDI PEBBLE STONE
18095640,A - BLUE SKY III HELLIER WAVE SMOKE Sr No 312,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S50,A - BLUE SKY III HELLIER WAVE SMOKE Sr No 312,,,,,FAM,0,,BLUE SKY III 312 HELLIER WAVE SMOKE
18095666,A - BLUE SKY III HERA ESSENTIAL LATTE Sr No 338,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S76,A - BLUE SKY III HERA ESSENTIAL LATTE Sr No 338,,,,,FAM,0,,BLUE SKY III 338 HERA ESSENTIAL LATTE
18095635,A - BLUE SKY III HERA ESSENTIAL PEWTER Sr No 307,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S45,A - BLUE SKY III HERA ESSENTIAL PEWTER Sr No 307,,,,,FAM,0,,BLUE SKY III 307 HERA ESSENTIAL PEWTER
18095647,A - BLUE SKY III LAMONT VEGA PEANUT Sr No 319,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S57,A - BLUE SKY III LAMONT VEGA PEANUT Sr No 319,,,,,FAM,0,,BLUE SKY III 319 LAMONT VEGA PEANUT
18095629,A - BLUE SKY III LIESEL GRAPHIC ONYX Sr No 301,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S39,A - BLUE SKY III LIESEL GRAPHIC ONYX Sr No 301,,,,,FAM,0,,BLUE SKY III 301 LIESEL GRAPHIC ONYX
18095637,A - BLUE SKY III LIESEL GRAPHIC STEEL Sr No 309,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S47,A - BLUE SKY III LIESEL GRAPHIC STEEL Sr No 309,,,,,FAM,0,,BLUE SKY III 309 LIESEL GRAPHIC STEEL
18095661,A - BLUE SKY III LIESEL GRAPHIC TAUPE Sr No 333,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S71,A - BLUE SKY III LIESEL GRAPHIC TAUPE Sr No 333,,,,,FAM,0,,BLUE SKY III 333 LIESEL GRAPHIC TAUPE
18095634,A - BLUE SKY III LUMINO DDHF90602 22 Sr No 306,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S44,A - BLUE SKY III LUMINO DDHF90602 22 Sr No 306,,,,,FAM,0,,BLUE SKY III 306 LUMINO C22
18095662,A - BLUE SKY III LUMINO DDHF90602 32 Sr No 334,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S72,A - BLUE SKY III LUMINO DDHF90602 32 Sr No 334,,,,,FAM,0,,BLUE SKY III 334 LUMINO C32
18095668,A - BLUE SKY III LUMINO DDHF90602 41 Sr No 340,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S78,A - BLUE SKY III LUMINO DDHF90602 41 Sr No 340,,,,,FAM,0,,BLUE SKY III 340 LUMINO C41
18095641,A - BLUE SKY III MOKOLO HEXA KOALA Sr No 313,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S51,A - BLUE SKY III MOKOLO HEXA KOALA Sr No 313,,,,,FAM,0,,BLUE SKY III 313 MOKOLO HEXA KOALA
18095650,A - BLUE SKY III MOKOLO HEXA OAT Sr No 322,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S60,A - BLUE SKY III MOKOLO HEXA OAT Sr No 322,,,,,FAM,0,,BLUE SKY III 322 MOKOLO HEXA OAT
18095644,A - BLUE SKY III NEWARK NOIR STONE Sr No 316,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S54,A - BLUE SKY III NEWARK NOIR STONE Sr No 316,,,,,FAM,0,,BLUE SKY III 316 NEWARK NOIR STONE
18095649,A - BLUE SKY III OLWEN HAPTIC DAISY Sr No 321,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S59,A - BLUE SKY III OLWEN HAPTIC DAISY Sr No 321,,,,,FAM,0,,BLUE SKY III 321 OLWEN HAPTIC DAISY
18095630,A - BLUE SKY III OLWEN HAPTIC SMOKE Sr No 302,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S40,A - BLUE SKY III OLWEN HAPTIC SMOKE Sr No 302,,,,,FAM,0,,BLUE SKY III 302 OLWEN HAPTIC SMOKE
18095646,A - BLUE SKY III SILICON TWINE MOCHA Sr No 318,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S56,A - BLUE SKY III SILICON TWINE MOCHA Sr No 318,,,,,FAM,0,,BLUE SKY III 318 SILICON TWINE MOCHA
18095653,A - BLUE SKY III SILICON TWINE PEARL Sr No 325,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S63,A - BLUE SKY III SILICON TWINE PEARL Sr No 325,,,,,FAM,0,,BLUE SKY III 325 SILICON TWINE PEARL
18095642,A - BLUE SKY III SILICON TWINE PEWTER Sr No 314,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S52,A - BLUE SKY III SILICON TWINE PEWTER Sr No 314,,,,,FAM,0,,BLUE SKY III 314 SILICON TWINE PEWTER
18095659,A - BLUE SKY III SILICON TWINE TUSCANY Sr No 331,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S69,A - BLUE SKY III SILICON TWINE TUSCANY Sr No 331,,,,,FAM,0,,BLUE SKY III 331 SILICON TWINE TUSCANY
18095633,A - BLUE SKY III SLALOM TRACK THUNDER Sr No 305,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S43,A - BLUE SKY III SLALOM TRACK THUNDER Sr No 305,,,,,FAM,0,,BLUE SKY III 305 SLALOM TRACK THUNDER
18095654,A - BLUE SKY III SLALOM TRACK TORTILLA Sr No 326,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S64,A - BLUE SKY III SLALOM TRACK TORTILLA Sr No 326,,,,,FAM,0,,BLUE SKY III 326 SLALOM TRACK TORTILLA
18095632,A - BLUE SKY III SPECTRA TRUG ONYX Sr No 304,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S42,A - BLUE SKY III SPECTRA TRUG ONYX Sr No 304,,,,,FAM,0,,BLUE SKY III 304 SPECTRA TRUG ONYX
18095639,A - BLUE SKY III SPECTRA TRUG SMOKE Sr No 311,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S49,A - BLUE SKY III SPECTRA TRUG SMOKE Sr No 311,,,,,FAM,0,,BLUE SKY III 311 SPECTRA TRUG SMOKE
18095655,A - BLUE SKY III TINSEL DDHF90585 55 Sr No 327,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S65,A - BLUE SKY III TINSEL DDHF90585 55 Sr No 327,,,,,FAM,0,,BLUE SKY III 327 TINSEL C55
18095671,A - BLUE SKY III WENLOW GRAIN LATTE Sr No 343,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S81,A - BLUE SKY III WENLOW GRAIN LATTE Sr No 343,,,,,FAM,0,,BLUE SKY III 343 WENLOW GRAIN LATTE
18095656,A - BLUE SKY III WENLOW GRAIN MOCHA Sr No 328,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S66,A - BLUE SKY III WENLOW GRAIN MOCHA Sr No 328,,,,,FAM,0,,BLUE SKY III 328 WENLOW GRAIN MOCHA
18095663,A - BLUE SKY III WENLOW GRAIN PEANUT Sr No 335,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S73,A - BLUE SKY III WENLOW GRAIN PEANUT Sr No 335,,,,,FAM,0,,BLUE SKY III 335 WENLOW GRAIN PEANUT
18095643,A - BLUE SKY III WINKLER SASH FOG Sr No 315,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S53,A - BLUE SKY III WINKLER SASH FOG Sr No 315,,,,,FAM,0,,BLUE SKY III 315 WINKLER SASH FOG
18095665,A - BLUE SKY III WINKLER SASH WHEAT Sr No 337,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S75,A - BLUE SKY III WINKLER SASH WHEAT Sr No 337,,,,,FAM,0,,BLUE SKY III 337 WINKLER SASH WHEAT
18095621,A - BLUE SKY II LIESEL GRAPHIC BUTTER Sr No 231,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S31,A - BLUE SKY II LIESEL GRAPHIC BUTTER Sr No 231,,,,,FAM,0,,BLUE SKY II 231 LIESEL GRAPHIC BUTTER
18095625,A - BLUE SKY II LUMINO DDHF90602 27 Sr No 235,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S35,A - BLUE SKY II LUMINO DDHF90602 27 Sr No 235,,,,,FAM,0,,BLUE SKY II 235 LUMINO C27
18095601,A - BLUE SKY II LUMINO DDHF90602 29 Sr No 211,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S11,A - BLUE SKY II LUMINO DDHF90602 29 Sr No 211,,,,,FAM,0,,BLUE SKY II 211 LUMINO C29
18095600,A - BLUE SKY II METEOR ARCH CARROT Sr No 210,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S10,A - BLUE SKY II METEOR ARCH CARROT Sr No 210,,,,,FAM,0,,BLUE SKY II 210 METEOR ARCH CARROT
18095622,A - BLUE SKY II MOKOLO HEXA APRICOT Sr No 232,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S32,A - BLUE SKY II MOKOLO HEXA APRICOT Sr No 232,,,,,FAM,0,,BLUE SKY II 232 MOKOLO HEXA APRICOT
18095617,A - BLUE SKY II MOKOLO HEXA DAFFODIL Sr No 227,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S27,A - BLUE SKY II MOKOLO HEXA DAFFODIL Sr No 227,,,,,FAM,0,,BLUE SKY II 227 MOKOLO HEXA DAFFODIL
18095606,A - BLUE SKY II MOKOLO HEXA PUMPKIN Sr No 216,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S16,A - BLUE SKY II MOKOLO HEXA PUMPKIN Sr No 216,,,,,FAM,0,,BLUE SKY II 216 MOKOLO HEXA PUMPKIN
18095605,A - BLUE SKY II NEWARK NOIR FIRE Sr No 215,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S15,A - BLUE SKY II NEWARK NOIR FIRE Sr No 215,,,,,FAM,0,,BLUE SKY II 215 NEWARK NOIR FIRE
18095615,A - BLUE SKY II NEWARK NOIR MARIGOLD Sr No 225,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S25,A - BLUE SKY II NEWARK NOIR MARIGOLD Sr No 225,,,,,FAM,0,,BLUE SKY II 225 NEWARK NOIR MARIGOLD
18095623,A - BLUE SKY II NEWARK NOIR TUSCANY Sr No 233,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S33,A - BLUE SKY II NEWARK NOIR TUSCANY Sr No 233,,,,,FAM,0,,BLUE SKY II 233 NEWARK NOIR TUSCANY
18095620,A - BLUE SKY II OLWEN HAPTIC SUNRISE Sr No 230,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S30,A - BLUE SKY II OLWEN HAPTIC SUNRISE Sr No 230,,,,,FAM,0,,BLUE SKY II 230 OLWEN HAPTIC SUNRISE
18095626,A - BLUE SKY II SILICON TWINE MARIGOLD Sr No 236,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S36,A - BLUE SKY II SILICON TWINE MARIGOLD Sr No 236,,,,,FAM,0,,BLUE SKY II 236 SILICON TWINE MARIGOLD
18095591,A - BLUE SKY II SLALOM TRACK LILLIPOP Sr No 201,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S1,A - BLUE SKY II SLALOM TRACK LILLIPOP Sr No 201,,,,,FAM,0,,BLUE SKY II 201 SLALOM TRACK LILLIPOP
18095618,A - BLUE SKY II SLALOM TRACK MELLOW Sr No 228,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S28,A - BLUE SKY II SLALOM TRACK MELLOW Sr No 228,,,,,FAM,0,,BLUE SKY II 228 SLALOM TRACK MELLOW
18095597,A - BLUE SKY II SPECTRA TRUG CIDER Sr No 207,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S7,A - BLUE SKY II SPECTRA TRUG CIDER Sr No 207,,,,,FAM,0,,BLUE SKY II 207 SPECTRA TRUG CIDER
18095607,A - BLUE SKY II SPECTRA TRUG MULBERRY Sr No 217,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S17,A - BLUE SKY II SPECTRA TRUG MULBERRY Sr No 217,,,,,FAM,0,,BLUE SKY II 217 SPECTRA TRUG MULBERRY
18095602,A - BLUE SKY II SPECTRA TRUG ROUGE Sr No 212,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S12,A - BLUE SKY II SPECTRA TRUG ROUGE Sr No 212,,,,,FAM,0,,BLUE SKY II 212 SPECTRA TRUG ROUGE
18095628,A - BLUE SKY II TINSEL DDHF90585 40 Sr No 238,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S38,A - BLUE SKY II TINSEL DDHF90585 40 Sr No 238,,,,,FAM,0,,BLUE SKY II 238 TINSEL C40
18095603,A - BLUE SKY II TRISTAN STAPLE ROUGE Sr No 213,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S13,A - BLUE SKY II TRISTAN STAPLE ROUGE Sr No 213,,,,,FAM,0,,BLUE SKY II 213 TRISTAN STAPLE ROUGE
18095614,A - BLUE SKY II WENLOW GRAIN MELLOW Sr No 224,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S24,A - BLUE SKY II WENLOW GRAIN MELLOW Sr No 224,,,,,FAM,0,,BLUE SKY II 224 WENLOW GRAIN MELLOW
18095624,A - BLUE SKY II WINKLER SASH BUTTER Sr No 234,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S34,A - BLUE SKY II WINKLER SASH BUTTER Sr No 234,,,,,FAM,0,,BLUE SKY II 234 WINKLER SASH BUTTER
18095680,A - BLUE SKY IV ADRIATIC DDHF90600 42 Sr No 409,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S90,A - BLUE SKY IV ADRIATIC DDHF90600 42 Sr No 409,,,,,FAM,0,,BLUE SKY IV 409 ADRIATIC C42
18095712,A - BLUE SKY IV ADRIATIC DDHF90600 50 Sr No 441,Fabric,pcs,m,1,no,no,Home Ideas,FABCARE-S122,A - BLUE SKY IV ADRIATIC DDHF90600 50 Sr No 441,,,,,FAM,0,,BLUE SKY IV 441 ADRIATIC C50
18095704,A - BLUE SKY IV ADRIATIC DDHF90600 82 Sr No 433,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S114,A - BLUE SKY IV ADRIATIC DDHF90600 82 Sr No 433,,,,,FAM,0,,BLUE SKY IV 433 ADRIATIC C82
18095701,A - BLUE SKY IV AUTHENTIC DDHF90587 17 Sr No 430,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S111,A - BLUE SKY IV AUTHENTIC DDHF90587 17 Sr No 430,,,,,FAM,0,,BLUE SKY IV 430 AUTHENTIC C17
18095709,A - BLUE SKY IV AUTHENTIC DDHF90587 22 Sr No 438,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S119,A - BLUE SKY IV AUTHENTIC DDHF90587 22 Sr No 438,,,,,FAM,0,,BLUE SKY IV 438 AUTHENTIC C22
18095683,A - BLUE SKY IV AUTHENTIC DDHF90587 23 Sr No 412,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S93,A - BLUE SKY IV AUTHENTIC DDHF90587 23 Sr No 412,,,,,FAM,0,,BLUE SKY IV 412 AUTHENTIC C23
18095700,A - BLUE SKY IV BRANNON FLECK CERULEAN Sr No 429,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S110,A - BLUE SKY IV BRANNON FLECK CERULEAN Sr No 429,,,,,FAM,0,,BLUE SKY IV 429 BRANNON FLECK CERULEAN
18095684,A - BLUE SKY IV CHRISTOPHER RIB APPLE Sr No 413,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S94,A - BLUE SKY IV CHRISTOPHER RIB APPLE Sr No 413,,,,,FAM,0,,BLUE SKY IV 413 CHRISTOPHER RIB APPLE
18095694,A - BLUE SKY IV CHRISTOPHER RIB FIR Sr No 423,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S104,A - BLUE SKY IV CHRISTOPHER RIB FIR Sr No 423,,,,,FAM,0,,BLUE SKY IV 423 CHRISTOPHER RIB FIR
18095707,A - BLUE SKY IV CROGLIO LATTICE ARCTIC Sr No 436,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S117,A - BLUE SKY IV CROGLIO LATTICE ARCTIC Sr No 436,,,,,FAM,0,,BLUE SKY IV 436 CROGLIO LATTICE ARCTIC
18095716,A - BLUE SKY IV CROGLIO LATTICE CORNFLOWER Sr No 445,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S126,A - BLUE SKY IV CROGLIO LATTICE CORNFLOWER Sr No 445,,,,,FAM,0,,BLUE SKY IV 445 CROGLIO LATTICE CORNFLOWER
18095691,A - BLUE SKY IV CROGLIO LATTICE JADE Sr No 420,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S101,A - BLUE SKY IV CROGLIO LATTICE JADE Sr No 420,,,,,FAM,0,,BLUE SKY IV 420 CROGLIO LATTICE JADE
18095706,A - BLUE SKY IV DIONYSUS STRIA TURKISH Sr No 435,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S116,A - BLUE SKY IV DIONYSUS STRIA TURKISH Sr No 435,,,,,FAM,0,,BLUE SKY IV 435 DIONYSUS STRIA TURKISH
18095699,A - BLUE SKY IV ELYSE FLORA CERULEAN Sr No 428,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S109,A - BLUE SKY IV ELYSE FLORA CERULEAN Sr No 428,,,,,FAM,0,,BLUE SKY IV 428 ELYSE FLORA CERULEAN
18095672,A - BLUE SKY IV ELYSE FLORA JADE Sr No 401,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S82,A - BLUE SKY IV ELYSE FLORA JADE Sr No 401,,,,,FAM,0,,BLUE SKY IV 401 ELYSE FLORA JADE
18095718,A - BLUE SKY IV ERIK PIED GEM Sr No 447,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S128,A - BLUE SKY IV ERIK PIED GEM Sr No 447,,,,,FAM,0,,BLUE SKY IV 447 ERIK PIED GEM
18095693,A - BLUE SKY IV ESTRO PAVE FERN Sr No 422,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S103,A - BLUE SKY IV ESTRO PAVE FERN Sr No 422,,,,,FAM,0,,BLUE SKY IV 422 ESTRO PAVE FERN
18095697,A - BLUE SKY IV FREDON TRACK AQUAMARINE Sr No 426,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S107,A - BLUE SKY IV FREDON TRACK AQUAMARINE Sr No 426,,,,,FAM,0,,BLUE SKY IV 426 FREDON TRACK AQUAMARINE
18095678,A - BLUE SKY IV FREDON TRACK LEMONADE Sr No 407,Fabric,m,m,1,no,no,Home Ideas,FABCARE-S88,A - BLUE SKY IV FREDON TRACK LEMONADE Sr No 407,,,,,FAM,0,,BLUE SKY IV 407 FREDON TRACK LEMONADE
